id	filename	md5	size	state
045d8d98-c26f-4d40-9bd9-dacded53db7e	TCGA-57-1994-01Z-00-DX1.A0798185-30C5-4C32-B1A8-B440D4F4ED95.svs	4e97d04dd4b44ed2a9b611830752ab9d	93340338	validated
06e4abb8-2ac8-459a-9709-44ceb9ccd01e	TCGA-61-1733-01A-01-TS1.feaea5e2-8c15-4890-af4c-c81a7c86bff2.svs	e1e574204021e04f5d193c13866b509a	135513033	validated
0766b689-51b5-40c7-bfe4-361661faa1cf	TCGA-25-2390-01A-01-BS1.755bb36f-5911-414c-bef6-6a1c330300be.svs	7d5ebd01bd4e19275e682fc2f944e071	243134057	validated
0d80c15f-732b-4993-bc2d-a03754e5daf6	TCGA-23-2641-01A-01-TS1.b9c56790-b746-457a-a8c9-2d20b6a2b0ab.svs	5d31227498e7f3c0d1d3441e5001c892	130930341	validated
0f456c5d-7f48-49b5-8a8d-b6c22874d8ce	TCGA-29-1710-02A-01-BS1.4cdeb5db-f47d-4fd9-85c7-3e38412c0e80.svs	bc87dd4cbe872c9f67d3780f6f443aad	86978525	validated
15c5fe98-6418-456a-9736-5594dcbcca1f	TCGA-24-1413-01A-01-BS1.963bdc29-e21a-4b5f-9ff7-9bb4d4b6abea.svs	1867377d5ac997eb28e5c7a35c824aaf	103020839	validated
16432980-5544-466b-ab4a-251f517e63ec	TCGA-57-1993-01Z-00-DX1.464F641B-AA9F-49A7-A224-88D9847159DF.svs	d44761b851ea25d2beefae8b3c5a3132	152037448	validated
175c2a31-367e-46c1-a2fc-3893036619ba	TCGA-25-1870-01Z-00-DX1.780BB62D-71C1-4B21-A2F4-61AC4B0234EE.svs	c240f2613e3d50e4ca5b5cea4299995d	2120321276	validated
1c48bfff-8768-4367-b195-3145e12441dc	TCGA-23-2641-01Z-00-DX1.DB792236-39EC-4090-9938-B0915C3378A0.svs	19f923508a75b75c18d427ade04067e3	2347494343	validated
1d4f5e1e-f6d5-480d-be7d-8ba2cc2d7fd1	TCGA-25-1628-01Z-00-DX1.8275623E-8A30-4ABB-8846-34DAEE43523E.svs	6333957a976551461eb0f05a637ba0a9	2597671096	validated
237cd6d0-fbec-481a-b58a-2f798df0c1df	TCGA-23-1029-01Z-00-DX1.0044B39A-51B3-4F76-90A9-00CDF851DE2A.svs	77b930e643b385631f53ec598ac22222	1498211461	validated
2a7d579e-d730-4bd6-bb1e-1bd5a61c1f78	TCGA-25-1630-01Z-00-DX1.75C53351-1511-4CCE-97AC-1650010AC568.svs	c29d13c2189ed585c49f87e8940c96a9	2630508006	validated
2f1f3b6b-3285-48c0-929a-43e33d73afa9	TCGA-23-2072-01Z-00-DX1.478243FF-BFF0-48A4-ADEA-DE789331A50E.svs	e350837b69655ec1fbbc6466a47cf109	1953258999	validated
344ffb99-1cb6-4dd6-9ab9-e523cad78bbe	TCGA-OY-A56P-01Z-00-DX1.59CA76B0-5613-48CB-ACE7-6F808B8A9423.svs	581150a0d20753cf5089b4e3740c7720	1003142300	validated
36639be1-fbc4-4e9c-8cdf-61667d6c7852	TCGA-25-2396-01Z-00-DX1.3E755B49-EFC5-49B8-A381-0B06DAE56961.svs	fa81ad17cac3f03919dd591ccca5d109	2928582606	validated
370f6c18-2391-43b7-a73a-c3933c4d0c96	TCGA-25-1625-01Z-00-DX1.64A0B073-8EC8-4BE1-BECA-B956A6A96FCC.svs	283c766626329f9df66c094fe19d7c54	2433855706	validated
389509ee-a0e7-40a1-b693-3febfc0dd2b5	TCGA-25-1623-01Z-00-DX1.28D89405-5F27-47CF-ABC7-01AB494C28D2.svs	9b8b6eb177c2e3bb4a155c406f97512a	3626573712	validated
39f25e7b-365e-4648-a1c7-e8b8736d3a47	TCGA-13-1485-01A-01-BS1.2db443ac-fdab-4759-8e64-eb343b89aa91.svs	037b7646597cf7b2c7c91e04cd23a14e	413042979	validated
3acfb6c4-a58c-414f-afff-ce59d1f20245	TCGA-42-2588-01Z-00-DX1.e0bd9f78-2078-4bc3-867b-136d117f7b13.svs	c65c13eef503650df388f9c0a3f7e8aa	252398217	validated
3ad44eaa-b3e5-4317-b4f4-434e15976438	TCGA-13-0761-01A-01-TS1.8c70bf6d-48ea-466c-8a47-d0c2c7bc26d0.svs	2b34c046692ea7d6241334eeb28ec846	145125309	validated
3c67ed84-79bd-4008-8630-b90fe80f24bb	TCGA-36-2532-01A-01-BS1.acb0df6f-8ce4-4af7-a5d7-95aea55596a5.svs	deea5e6c55be1ed83e9dd604db07d197	415500775	validated
3fea33f3-3ecd-4787-90f0-52b1f0ba7728	TCGA-23-1111-01Z-00-DX1.A99421E1-C73E-42AE-990F-E5E6D26EDDBE.svs	84fcc1c035171e5da8c496c30f8ba803	1016117227	validated
4021221c-7db9-498a-ab1f-794181d092a3	TCGA-09-2051-01A-01-BS1.15f52287-f11d-4aff-baa0-407a7db6113f.svs	b8247fa181d41c677f51d431fd7da493	81556629	validated
4031ad6f-f307-4922-b431-8f4182336408	TCGA-23-2647-01Z-00-DX1.21E5D0D8-6BA8-4D49-BA70-EC228CF10387.svs	f65f6b0c355652effe1f9fa9c914727f	1932863803	validated
479341d8-2acd-4aa9-afe2-9d29e9b0f5ac	TCGA-25-1317-01Z-00-DX1.2E7A7AF9-4D04-4EBD-8C79-7117F76511D5.svs	c571f7dbd227039cd2b40d6d2d3d3ea2	3787847486	validated
480c9945-2809-4b1f-affd-1fb534b2f910	TCGA-42-2582-01Z-00-DX1.891d6182-c96b-4709-abeb-314d6874856a.svs	0ba09e0f61d8b43ff6a95f86b3562fce	194853649	validated
496a9678-8a4a-4cd5-8505-09230da8a846	TCGA-25-1631-01Z-00-DX1.7CA82CFB-E5F6-4148-8B5E-088B7FE6331F.svs	17c6b2ae40ff2a0e8d181304e8128c3c	4150552750	validated
4bea2d85-19c3-4838-ac7e-6ed4c2cbea1d	TCGA-24-1427-01A-01-BS1.03d4bcec-43c8-4b9e-a91f-0aae325fc711.svs	eb8e1d115f3e0e4b826c7dca04371eb1	221832155	validated
4c00dfa1-a735-4473-b469-47b3f0825dfb	TCGA-25-2400-01Z-00-DX1.AAD20514-6FF7-47A5-89DB-8AA15DCC101B.svs	8b3ec0f09e90dc33dce90bbfd78fe3f2	2987536558	validated
4e14d8ce-dd18-4b91-9d14-5b0127e50eaf	TCGA-25-1318-01Z-00-DX1.742CB28E-DB0A-4BE1-8047-5265FE80F861.svs	ef77b9d722401780de31f3e6f3179a2d	3433000966	validated
54aabde6-c501-43c3-a8b8-40715672c6a0	TCGA-25-1633-01Z-00-DX1.B3F91D16-A9AA-479F-8326-DD3E280C8759.svs	a6a71cba6a5af8943e1241508fbeb81b	2061487010	validated
56349d4b-c2fd-4613-a415-d43295eb8d6b	TCGA-25-2404-01Z-00-DX1.7193B185-31C3-41D0-9194-86DEDF15F096.svs	848c40ff83cb566701f4fd68e37ccc73	1999509800	validated
576a2e26-1f7f-48eb-9779-1ae4b664e2bd	TCGA-25-2392-01Z-00-DX1.C37932E5-973F-444D-8CEB-1BED4279165E.svs	8934b6130b4c88e83ef708c209fd4c87	2195886372	validated
57a07243-f2eb-4795-bd09-d3bbe121de1b	TCGA-23-2643-01A-01-TS1.7bc41144-f447-46e5-9862-8d0005265800.svs	7633eacd565564006c5aba6c90493d6b	62089039	validated
57cfa400-6bbd-440a-9fdc-e860de1848c0	TCGA-57-1583-01Z-00-DX1.88ACB045-1DBD-4F0B-A6D0-53B6C208805C.svs	3be2ca9e46f3e9a5c84f38e9e0f2174f	475885874	validated
59cdd2ed-2fa2-49ce-913b-e661ee5e838d	TCGA-25-1634-01Z-00-DX1.6E449C67-922B-409A-84B4-581B9B468682.svs	f69088f31214c140870318ee932cb229	3364086764	validated
5b8e1bb5-781f-4a20-90e6-df7897951607	TCGA-VG-A8LO-01A-02-DX2.9B58474C-DAC0-4D45-B13C-0A1EA9E1BC32.svs	0740651ba0311234a68d1d034fb01561	225422354	validated
5dd461f8-c944-4e1d-86b3-a7857e97991f	TCGA-36-1576-01A-01-BS1.82732edc-569c-4b5c-80d5-31f530cd30aa.svs	0c2a377e374068cbab2b9b63c965fbca	191042435	validated
5f73ab06-37cd-4043-adb7-db1a53df34bb	TCGA-61-2097-11A-01-TS1.3396424e-d74e-4ff8-b2ba-2dd6a268c330.svs	87f38cb0b28b9a22773d2bf5c187e4fe	83256427	validated
60da0ea3-e2d5-4ea1-80c9-03f3fcae3f26	TCGA-04-1349-01A-01-BS1.92de50a7-1788-4064-9cb2-0038db8f270d.svs	4fc725aaf825a1312e800e1a4021a75b	197474383	validated
6436048d-683a-4b06-b4d0-f5b86574628b	TCGA-23-2645-01Z-00-DX1.72C0AB89-9A64-4656-B03E-A5D65BA03188.svs	aba60aa0afe8ac00a17237eae2883a81	1802508275	validated
666e8f69-ebc4-4369-a3ed-e49efd1ff7d4	TCGA-23-1109-01Z-00-DX1.FB0886B9-8108-4A74-8A29-FEA4381AD69C.svs	a7b04181f0977bbfd2550464f2eb8ca0	2129352197	validated
6984f0a6-3b4e-4847-b4d1-646b0434d487	TCGA-13-0923-01A-01-BS1.13b1073e-fdb1-4c7c-9899-5251d0b8d32c.svs	0ef0452bcbede101edba5f3822703371	228633823	validated
6c86bd92-30c3-4e69-9cb6-cb4fff6d5f7d	TCGA-04-1349-01A-01-TS1.acb74f2f-8270-45d9-90e6-f2032d17b4c9.svs	6cca3436f55f8ddc705b41a23cb7ff9f	128755293	validated
7165a6c2-a385-412e-a68f-e5bb329e19db	TCGA-VG-A8LO-01A-01-DX1.B39A4D64-82A1-4A04-8AB6-918F3058B83B.svs	5cb848efd1634e0fe3cdc87afe7266d1	133282492	validated
71bbd801-ca6e-4517-a2c9-cd6ec31c2552	TCGA-25-2390-01Z-00-DX1.BC83304E-747C-47EC-BD80-BA0B322C8630.svs	7fa6c4b2389ab8273526f13ecd7afd21	2482532976	validated
824f72e1-f698-49ce-9e87-e78585017158	TCGA-23-1118-01Z-00-DX1.D69E130E-33C7-4F8A-99AF-400B81378578.svs	24fe7aafb7b77b1756fca45a9d463417	1437585949	validated
88a9169a-82c1-4dd9-ba2c-ee9199db1296	TCGA-23-1119-01Z-00-DX1.44D3D70A-A421-4962-8385-2A3CF8E9880A.svs	3d4eeb63c05ffb0e24ba90ae4f52b90e	2679787667	validated
90f4f10d-bfd3-4f27-9e6d-bd60e44bb787	TCGA-24-2297-01A-01-BS1.7addcb34-e944-4d8d-84e7-03fb2c107745.svs	34a610f4931f7e421f9dcc249d5e5f02	57117501	validated
92adb2c3-53d4-49de-b675-636967eca4aa	TCGA-61-1740-01A-01-TS1.883377e3-85ad-4319-9b4e-448f3b856bcf.svs	f8469ab3722c328608a4bf3814fc8408	111362705	validated
9531ad84-75c8-47f2-9512-22868cce10e9	TCGA-36-1576-01A-01-TS1.683327b5-b127-439f-9a47-6bf7f1d01203.svs	3455f55996f2f321b180e722da9ef7fc	287381603	validated
95dae905-45cb-4047-9e2a-55780b8ffb1b	TCGA-23-1024-01Z-00-DX1.B9194D3F-C6F4-4FC8-B0CA-6E347FF4F885.svs	978a98574d5ee883a873e3cea399b8bf	1864302957	validated
95f244aa-bd19-4131-aaf1-839c04ea3472	TCGA-23-1116-01Z-00-DX1.FC5FC1E1-56DD-498C-AA9F-4434C6E733A8.svs	e01f059716796773b2df665d8b7aed09	2009665469	validated
976106df-992b-465c-96aa-5223dcb5222c	TCGA-59-A5PD-01Z-00-DX1.0A4D38A2-7B15-4550-B00C-4276485A9613.svs	7222ef4fda4c9158af5b7a56f71c247d	1598181501	validated
9bc15af2-7c43-40cf-9caa-c53260b2b33f	TCGA-36-2532-01A-01-TS1.8088be0b-48e1-4af9-85ec-ebdfd87d6dc2.svs	c6749dee80ce722b4a7c1c13042c6c28	1049824977	validated
