id	filename	md5	size	state
0300fdaa-a8c4-4d71-a6b5-28af757285d9	TCGA-HE-A5NL-01Z-00-DX1.913399D7-F66A-4163-8D98-494CFAA600EC.svs	661b492a5f8f7b20290dcd43c84dc031	85779862	validated	Primary Tumor
04ea6765-f97b-45a3-9c50-7882b2edf61a	TCGA-HE-A5NF-01Z-00-DX1.74ABE42F-E64E-4550-AD8B-8B6DCEA84FE7.svs	2211c02d2768c20a8e6c1c85706c97f3	257358306	validated	Primary Tumor
0596623c-c2c5-4de5-b358-d5393e79120e	TCGA-B3-4103-01Z-00-DX1.76bba2e9-0a6d-460b-8ae8-c38a1109456e.svs	15099b69af9c36d25fb244d96d922356	418446125	validated	Primary Tumor
0660346b-5964-4395-a38b-fdeabfeea065	TCGA-B3-4103-01A-01-BS1.0b542850-921d-4e0e-9ac3-06e1ce588991.svs	83fc1d42ac64e8e30c7878efdf1746b9	182667125	validated	Primary Tumor
08de2e0f-d624-414d-a570-57111c380c42	TCGA-KV-A6GD-01Z-00-DX7.5C5DEAAC-18A6-48A1-9963-14940A13E74E.svs	07639b4e37bb6deb08091f70c947197e	1436571935	validated	Primary Tumor
091fa17e-62b5-47b5-8c6b-33b6d625cd28	TCGA-AL-3468-01A-02-BS2.e9647dba-8078-4256-8153-bd88c5f84ac3.svs	619317468a647ce1894ce252f7718afc	72395967	validated	Primary Tumor
0ff9998a-fd40-4ee3-8d04-5313d3018e2f	TCGA-G7-6797-01Z-00-DX1.a19f9720-72cc-43a4-a081-1adc9ff37fe1.svs	b382a8dd8e8acd1827902e4afe78012f	1019116501	validated	Primary Tumor
104d619d-5db3-40b4-a35f-9c3208eb9f88	TCGA-2Z-A9JL-01Z-00-DX1.C99E66C8-3CB7-4F07-B2A4-089187612E38.svs	821a429431401fa5793861c74eb46645	401158958	validated	Primary Tumor
1202833f-5c31-443b-bfac-c7f151d6b15c	TCGA-P4-A5E7-01A-03-TS3.AC550566-E330-40BF-90B1-749682009A9F.svs	c5028f9cf7bd6a9eb58d76cbf3733555	168527137	validated	Primary Tumor
1424aa3d-2f15-40e1-b2db-9264b0f1aa94	TCGA-P4-AAVO-11A-01-TS1.D30A4668-9D25-4CBB-BF7A-98A0D75771AE.svs	cb2f957d2a3bc3829c85db6b1b58ab33	103520843	validated	Solid Tissue Normal
145bd6f1-9b9b-4c94-a43c-97e2f9eabac7	TCGA-KV-A6GE-01Z-00-DX4.5E8224FF-BBE5-49C9-86B5-7D425EACC2A3.svs	2f3b36eb2e9a206e15816f3148797f7b	1049040793	validated	Primary Tumor
150b6329-d7f2-494d-8706-199a8e59fd9b	TCGA-2Z-A9JD-01Z-00-DX1.46779418-49C3-4E76-BFC7-1711219548A7.svs	999b7a99ef096147a96dc323562d89b4	1147662988	validated	Primary Tumor
1529f07d-c52b-4c99-a86e-43ce16c48181	TCGA-SX-A7SP-01Z-00-DX1.093B9AC2-423B-4E58-BDD9-47FD5A6EA94A.svs	ea1ca26f294dc517cd0967d363524d02	652951941	validated	Primary Tumor
1b4fae12-9d2e-4595-99fe-7f30effaaaf5	TCGA-2Z-A9JE-01Z-00-DX1.B2538A85-D0EA-4C50-BD07-1C59DD8208F6.svs	c4db5ac3820cde62309c2c09f5ee3e17	999202314	validated	Primary Tumor
212eed8a-ee10-4149-a5c8-7effb1d4747e	TCGA-EV-5903-01Z-00-DX1.04ef7cdf-b282-4ad3-917d-31bb7b379559.svs	e07093332aa82246d769cd57e311eec9	1091974257	validated	Primary Tumor
264ab532-b32c-4fab-bc38-b40a6e522e68	TCGA-IA-A83T-11A-01-TS1.C108DDE5-DEAF-4E8F-A360-61C53B86C270.svs	896f5e5f3f3fa76b9d564c2ada38b361	65255179	validated	Solid Tissue Normal
26ba21c1-7666-45f7-a2e6-b82967d27cdf	TCGA-B9-4114-01Z-00-DX1.c3079ce3-5221-461f-a7dd-427d0b7aaad8.svs	47599433a1c225c2c6ff45dd462cc78c	218699229	validated	Primary Tumor
28a72573-ba44-44c9-886f-36e94a780e11	TCGA-4A-A93X-01A-01-TSA.569105C4-0572-4FC7-AD17-DD10C69EF059.svs	69618c6771385e4c1ef138e718610d7c	185952349	validated	Primary Tumor
